['11542', 'Yearly', '6939 days']
['34387', 'Monthly', '2101 days']
['30801', 'Yearly', '5844 days']
['40332', 'Daily', '25 days']
['29661', 'Yearly', '2557 days']
['26894', 'One-off', '13960 days']
['29664', 'Yearly', '9497 days']
['29665', 'Monthly', '1765 days']
['26890', 'Monthly', '2709 days']
['26898', 'One-off', '12014 days']
['11453', 'Monthly', '92 days']
['34657', 'Monthly', '2223 days']
['34656', 'Yearly', '2191 days']
['34652', 'One-off', '11183 days']
['34651', 'Daily', '20 days']
['34650', 'Daily', '18 days']
['55182', 'Daily', '48 days']
['55187', 'One-off', '10411 days']
['34659', 'Monthly', '2649 days']
['55185', 'Yearly', '7670 days']
['43681', 'Monthly', '578 days']
['35383', 'Yearly', '8401 days']
['50002', 'Daily', '16 days']
['35381', 'Monthly', '1280 days']
['35384', 'Daily', '48 days']
['35385', 'Monthly', '2040 days']
['28533', 'Monthly', '579 days']
['35388', 'Monthly', '758 days']
['23114', 'Monthly', '2010 days']
['23117', 'Yearly', '7305 days']
['23110', 'Daily', '16 days']
['23118', 'One-off', '16268 days']
['20041', 'Daily', '34 days']
['38768', 'Monthly', '366 days']
['20047', 'One-off', '15242 days']
['24667', 'Daily', '26 days']
['24664', 'Daily', '48 days']
['48595', 'Daily', '34 days']
['24660', 'Monthly', '822 days']
['20044', 'Daily', '43 days']
['4437', 'One-off', '9959 days']
['24668', 'Yearly', '11323 days']
['3843', 'Yearly', '11688 days']
['4436', 'Monthly', '912 days']
['28137', 'Monthly', '183 days']
['28136', 'Yearly', '5114 days']
['28135', 'Yearly', '8035 days']
['3849', 'Daily', '30 days']
['28139', 'Daily', '16 days']
['28138', 'One-off', '17042 days']
['38921', 'Daily', '18 days']
['38920', 'Yearly', '9132 days']
['38922', 'Monthly', '1401 days']
['38925', 'Monthly', '1188 days']
['22798', 'Yearly', '12418 days']
['22795', 'Monthly', '2434 days']
['22794', 'Monthly', '120 days']
['22797', 'Yearly', '1827 days']
['22796', 'Daily', '53 days']
['22791', 'Monthly', '2496 days']
['22792', 'Monthly', '2192 days']
['35526', 'One-off', '16045 days']
['52532', 'Monthly', '1705 days']
['35524', 'Yearly', '6209 days']
['31864', 'Yearly', '7670 days']
['35523', 'Yearly', '7305 days']
['35520', 'Yearly', '8766 days']
['31860', 'Daily', '25 days']
['35528', 'Monthly', '183 days']
['4438', 'Daily', '49 days']
['55231', 'Monthly', '1522 days']
['55232', 'One-off', '15711 days']
['55233', 'Monthly', '1798 days']
['55235', 'Yearly', '7670 days']
['51755', 'Yearly', '8401 days']
['51754', 'Daily', '16 days']
['56763', 'One-off', '14077 days']
['56762', 'Yearly', '3287 days']
['56761', 'One-off', '18072 days']
['56767', 'Yearly', '3652 days']
['56765', 'One-off', '14667 days']
['56768', 'Yearly', '9131 days']
['4549', 'Daily', '37 days']
['4541', 'Monthly', '1185 days']
['4540', 'Daily', '16 days']
['4543', 'Daily', '13 days']
['4542', 'Monthly', '1338 days']
['4546', 'Monthly', '1520 days']
['27317', 'Yearly', '5479 days']
['27312', 'Monthly', '1037 days']
['52987', 'Yearly', '4748 days']
['25229', 'Yearly', '2557 days']
['25224', 'Monthly', '1703 days']
['25227', 'Yearly', '14975 days']
['25220', 'Yearly', '12054 days']
['25222', 'Monthly', '1341 days']
['33166', 'Yearly', '6575 days']
['33161', 'Monthly', '1155 days']
['33162', 'One-off', '13681 days']
['33163', 'Yearly', '8035 days']
['33168', 'Yearly', '7305 days']
['37941', 'One-off', '9273 days']
['33296', 'One-off', '16725 days']
['33295', 'Daily', '27 days']
['33298', 'Yearly', '9862 days']
['41450', 'Daily', '47 days']
['41452', 'Yearly', '3287 days']
['41454', 'One-off', '15597 days']
['41457', 'Monthly', '1917 days']
['41459', 'Monthly', '1127 days']
['47859', 'Yearly', '5478 days']
['47857', 'One-off', '17313 days']
['47856', 'Monthly', '914 days']
['47853', 'One-off', '12578 days']
['47851', 'Monthly', '2557 days']
['40497', 'Monthly', '2740 days']
['40494', 'Monthly', '2373 days']
['33836', 'Yearly', '5844 days']
['18012', 'Daily', '9 days']
['33834', 'Yearly', '10957 days']
['18010', 'One-off', '12823 days']
['14575', 'Monthly', '1247 days']
['18014', 'Monthly', '976 days']
['14579', 'Daily', '13 days']
['18018', 'Yearly', '8401 days']
['33838', 'One-off', '14735 days']
['33839', 'Monthly', '945 days']
['38110', 'Daily', '30 days']
['38112', 'Monthly', '1826 days']
['38113', 'Monthly', '122 days']
['38114', 'Monthly', '1461 days']
['38116', 'Monthly', '2344 days']
['38119', 'One-off', '17313 days']
['31478', 'One-off', '9667 days']
['31479', 'One-off', '13808 days']
['31474', 'Monthly', '912 days']
['31475', 'Monthly', '2679 days']
['31476', 'Daily', '39 days']
['31472', 'Daily', '34 days']
['31473', 'Yearly', '6940 days']
['5753', 'Yearly', '5114 days']
['5752', 'Daily', '52 days']
['5751', 'Yearly', '11322 days']
['5750', 'Daily', '55 days']
['5756', 'Yearly', '15706 days']
['5755', 'Daily', '52 days']
['5759', 'One-off', '9890 days']
['5758', 'Daily', '54 days']
['15197', 'Yearly', '14245 days']
['15199', 'One-off', '13170 days']
['15198', 'Daily', '21 days']
['28391', 'Monthly', '1858 days']
['47148', 'Monthly', '1065 days']
['23666', 'Yearly', '5113 days']
['47143', 'Yearly', '8766 days']
['47145', 'Yearly', '5844 days']
['47146', 'Daily', '14 days']
['15223', 'Yearly', '13514 days']
['15222', 'Yearly', '9131 days']
['15220', 'Daily', '16 days']
['15227', 'Yearly', '2922 days']
['23664', 'One-off', '11641 days']
['15225', 'Yearly', '9132 days']
['42657', 'Yearly', '4748 days']
['15229', 'Daily', '32 days']
['15228', 'Yearly', '10227 days']
['39243', 'One-off', '11592 days']
['39241', 'Monthly', '1766 days']
['46574', 'Monthly', '92 days']
['39247', 'Daily', '23 days']
['39246', 'Monthly', '914 days']
['39245', 'Daily', '54 days']
['39249', 'Yearly', '2922 days']
['16554', 'Monthly', '1065 days']
['16555', 'Monthly', '2373 days']
['16550', 'Yearly', '2922 days']
['46571', 'Yearly', '10227 days']
['16552', 'One-off', '12857 days']
['16558', 'Monthly', '1400 days']
['12644', 'One-off', '16217 days']
['12645', 'Yearly', '9497 days']
['12646', 'Yearly', '4748 days']
['12647', 'Yearly', '15706 days']
['12641', 'Monthly', '731 days']
['12643', 'One-off', '18097 days']
['42533', 'Monthly', '1461 days']
['42532', 'Yearly', '4383 days']
['42531', 'One-off', '11769 days']
['46578', 'Yearly', '3287 days']
['21044', 'Monthly', '397 days']
['48030', 'One-off', '14131 days']
['16881', 'One-off', '13108 days']
['19854', 'Daily', '47 days']
['21042', 'One-off', '13679 days']
['21043', 'Yearly', '12054 days']
['16889', 'Yearly', '7305 days']
['21049', 'Daily', '5 days']
['9310', 'Yearly', '9131 days']
['18560', 'Yearly', '1826 days']
['48036', 'Monthly', '2738 days']
['48037', 'Monthly', '2253 days']
['42391', 'Daily', '27 days']
['42396', 'Yearly', '4018 days']
['42394', 'Monthly', '273 days']
['49668', 'Daily', '16 days']
['42398', 'Yearly', '1096 days']
['17687', 'Monthly', '2587 days']
['17685', 'Monthly', '457 days']
['17684', 'Monthly', '151 days']
['17682', 'Daily', '3 days']
['17681', 'Yearly', '6940 days']
['17680', 'Daily', '6 days']
['13594', 'Monthly', '273 days']
['13593', 'Daily', '36 days']
['41848', 'Monthly', '243 days']
['13590', 'Yearly', '14610 days']
['45546', 'Monthly', '2618 days']
['45545', 'Daily', '31 days']
['41842', 'Yearly', '5114 days']
['45542', 'Daily', '35 days']
['13599', 'Monthly', '1096 days']
['13598', 'Monthly', '1188 days']
['53123', 'One-off', '17953 days']
['53121', 'Monthly', '1764 days']
['53127', 'Daily', '28 days']
['53125', 'Daily', '35 days']
['58112', 'Daily', '14 days']
['58113', 'One-off', '11047 days']
['58110', 'Yearly', '4383 days']
['58116', 'Daily', '21 days']
['54475', 'Daily', '30 days']
['54474', 'Daily', '20 days']
['54477', 'One-off', '16263 days']
['54476', 'Monthly', '457 days']
['20797', 'Yearly', '10227 days']
['20795', 'One-off', '9749 days']
['20793', 'Daily', '20 days']
['20792', 'Monthly', '273 days']
['20791', 'Daily', '42 days']
['6504', 'One-off', '14493 days']
['53669', 'Monthly', '731 days']
['10478', 'Monthly', '2586 days']
['53698', 'One-off', '10315 days']
['10489', 'Monthly', '1795 days']
['53690', 'Daily', '50 days']
['10481', 'Daily', '32 days']
['10482', 'Daily', '54 days']
['10483', 'Yearly', '6574 days']
['10484', 'Monthly', '883 days']
['53695', 'Daily', '20 days']
['10487', 'Monthly', '1581 days']
['14908', 'Monthly', '1704 days']
['14901', 'Daily', '45 days']
['14900', 'One-off', '13680 days']
['14903', 'Monthly', '396 days']
['29279', 'Yearly', '7670 days']
['14907', 'Daily', '14 days']
['14906', 'Yearly', '7670 days']
['48537', 'Yearly', '6209 days']
['48530', 'Daily', '33 days']
['14600', 'Monthly', '2101 days']
['51875', 'Monthly', '2284 days']
['57963', 'Yearly', '9497 days']
['44637', 'One-off', '12194 days']
['44635', 'Daily', '8 days']
['44632', 'Daily', '51 days']
['44633', 'Monthly', '822 days']
['44630', 'One-off', '14527 days']
['18206', 'Monthly', '1643 days']
['55490', 'Yearly', '7670 days']
['14601', 'Daily', '47 days']
['29275', 'Daily', '28 days']
['57965', 'Yearly', '6940 days']
['55495', 'Daily', '11 days']
['40827', 'One-off', '9926 days']
['58291', 'Yearly', '1827 days']
['29460', 'Monthly', '730 days']
['40823', 'One-off', '15658 days']
['29464', 'Daily', '48 days']
['40820', 'Yearly', '5844 days']
['29469', 'One-off', '14299 days']
['40828', 'One-off', '17986 days']
['58292', 'Yearly', '2922 days']
['21638', 'Monthly', '457 days']
['55499', 'Monthly', '335 days']
['18202', 'Yearly', '6574 days']
['9851', 'One-off', '9021 days']
['9852', 'Monthly', '823 days']
['9854', 'Yearly', '2922 days']
['9856', 'Monthly', '2344 days']
['9857', 'Monthly', '2222 days']
['9858', 'Monthly', '2191 days']
['50579', 'Daily', '44 days']
['50575', 'Monthly', '181 days']
['50577', 'One-off', '14668 days']
['28339', 'Yearly', '11688 days']
['28338', 'Yearly', '15341 days']
['28335', 'Monthly', '1278 days']
['28337', 'One-off', '9546 days']
['14440', 'Daily', '54 days']
['28333', 'One-off', '10368 days']
['22559', 'Yearly', '10227 days']
['22558', 'Daily', '54 days']
['22557', 'One-off', '13566 days']
['22555', 'Daily', '34 days']
['22552', 'Daily', '3 days']
['22550', 'Daily', '38 days']
['26429', 'Daily', '12 days']
['26427', 'Monthly', '1461 days']
['26425', 'Yearly', '3652 days']
['26422', 'One-off', '14635 days']
['26421', 'Monthly', '2252 days']
['26420', 'One-off', '9563 days']
['55433', 'One-off', '13099 days']
['55431', 'Monthly', '973 days']
['55436', 'Monthly', '731 days']
['55438', 'Monthly', '2313 days']
['32414', 'One-off', '16450 days']
['32413', 'One-off', '10844 days']
['32412', 'Daily', '25 days']
['32410', 'Yearly', '2191 days']
['56169', 'Daily', '50 days']
['56168', 'Daily', '51 days']
['56165', 'One-off', '10063 days']
['56161', 'Daily', '30 days']
['56160', 'One-off', '11046 days']
['56163', 'Monthly', '2344 days']
['51228', 'Monthly', '2008 days']
['51223', 'Yearly', '10227 days']
['51221', 'Monthly', '2710 days']
['51226', 'Monthly', '2374 days']
['51225', 'One-off', '17350 days']
['35874', 'Daily', '44 days']
['14445', 'One-off', '17770 days']
['25029', 'One-off', '15114 days']
['25024', 'Daily', '33 days']
['25020', 'Yearly', '1461 days']
['31396', 'Monthly', '244 days']
['50510', 'Monthly', '1826 days']
['35873', 'Monthly', '1673 days']
['17096', 'Yearly', '16071 days']
['53077', 'One-off', '9742 days']
['36880', 'Monthly', '1948 days']
['36884', 'Daily', '10 days']
['36886', 'Yearly', '6574 days']
['36889', 'Monthly', '1766 days']
['18782', 'Yearly', '9862 days']
['9076', 'Daily', '24 days']
['9077', 'Monthly', '2494 days']
['9074', 'Monthly', '1734 days']
['9075', 'Yearly', '6939 days']
['9070', 'Daily', '41 days']
['9071', 'Daily', '19 days']
['9078', 'Monthly', '2343 days']
['24047', 'Daily', '47 days']
['24046', 'Yearly', '13149 days']
['49347', 'One-off', '14676 days']
['49346', 'Monthly', '670 days']
['49341', 'Monthly', '2099 days']
['24042', 'One-off', '11280 days']
['49342', 'Yearly', '8036 days']
['33397', 'Monthly', '608 days']
['49348', 'Yearly', '1827 days']
['24048', 'Yearly', '2557 days']
['22531', 'Yearly', '5844 days']
['20960', 'Monthly', '2437 days']
['20961', 'Monthly', '2129 days']
['53070', 'One-off', '12731 days']
['20963', 'One-off', '11805 days']
['20964', 'Monthly', '1096 days']
['20965', 'Monthly', '2222 days']
['20966', 'Yearly', '1096 days']
['20967', 'Monthly', '914 days']
['20968', 'Yearly', '1461 days']
['58255', 'One-off', '10786 days']
['58257', 'Yearly', '6939 days']
['58250', 'Daily', '3 days']
['58253', 'Daily', '47 days']
['58252', 'Daily', '28 days']
['58259', 'Monthly', '183 days']
['12701', 'Monthly', '2100 days']
['32264', 'Monthly', '580 days']
['33394', 'Yearly', '10227 days']
['30108', 'Yearly', '2557 days']
['30107', 'One-off', '16630 days']
['30101', 'Yearly', '9861 days']
['30100', 'Monthly', '1277 days']
['4321', 'Yearly', '8766 days']
['4320', 'Yearly', '5844 days']
['14562', 'Daily', '31 days']
['4322', 'Daily', '25 days']
['4324', 'One-off', '11382 days']
['37829', 'Daily', '54 days']
['37828', 'Yearly', '12784 days']
['37821', 'Monthly', '2068 days']
['37825', 'Yearly', '10592 days']
['37827', 'Yearly', '4748 days']
['37826', 'Monthly', '487 days']
['27536', 'Monthly', '1369 days']
['27537', 'One-off', '16550 days']
['27533', 'Monthly', '1096 days']
['27530', 'One-off', '15774 days']
['27538', 'Daily', '41 days']
['27539', 'One-off', '12730 days']
['33392', 'Yearly', '5844 days']
['23099', 'Yearly', '5479 days']
['23098', 'Yearly', '10227 days']
['23090', 'Yearly', '11688 days']
['23095', 'Yearly', '6210 days']
['29140', 'Yearly', '8401 days']
['25871', 'Yearly', '4383 days']
['25872', 'Daily', '3 days']
['25876', 'One-off', '13568 days']
['23327', 'One-off', '17497 days']
['23320', 'Monthly', '2312 days']
['23328', 'Daily', '8 days']
['31862', 'One-off', '13044 days']
['49371', 'Daily', '28 days']
['32994', 'One-off', '12879 days']
['55376', 'Monthly', '1310 days']
['55371', 'Monthly', '942 days']
['32993', 'Yearly', '5479 days']
['55379', 'Yearly', '4018 days']
['5089', 'Yearly', '9861 days']
['6613', 'Daily', '27 days']
['6616', 'Yearly', '11322 days']
['50632', 'Monthly', '1341 days']
['50631', 'Daily', '19 days']
['50637', 'Yearly', '16071 days']
['50639', 'Monthly', '2039 days']
['50638', 'Yearly', '4383 days']
['22056', 'Monthly', '973 days']
['22050', 'Monthly', '243 days']
['22051', 'One-off', '13669 days']
['22864', 'Yearly', '13149 days']
['22058', 'Yearly', '4748 days']
['43939', 'Daily', '35 days']
['43931', 'Daily', '42 days']
['43933', 'Daily', '38 days']
['43934', 'Monthly', '1218 days']
['49026', 'Yearly', '6209 days']
['43936', 'Daily', '37 days']
['43937', 'Daily', '12 days']
['4669', 'One-off', '13131 days']
['4665', 'Yearly', '8766 days']
['4667', 'One-off', '15121 days']
['4661', 'Daily', '32 days']
['4663', 'Daily', '29 days']
['5172', 'One-off', '15191 days']
['5170', 'Daily', '55 days']
['5175', 'Yearly', '7670 days']
['5174', 'Monthly', '1187 days']
['41393', 'Monthly', '1553 days']
['41390', 'Yearly', '12784 days']
['41391', 'Monthly', '1826 days']
['45837', 'Monthly', '1735 days']
['41397', 'Yearly', '6939 days']
['41394', 'Monthly', '1675 days']
['36698', 'Monthly', '1430 days']
['36697', 'Monthly', '2132 days']
['36691', 'One-off', '16170 days']
['36690', 'One-off', '17876 days']
['36693', 'Yearly', '13149 days']
['41642', 'Yearly', '8766 days']
['41643', 'Yearly', '15341 days']
['41645', 'Yearly', '4017 days']
['41648', 'Daily', '33 days']
['41649', 'Daily', '47 days']
['33317', 'Monthly', '2101 days']
['14290', 'Daily', '26 days']
['33315', 'One-off', '11338 days']
['14292', 'Yearly', '4018 days']
['33313', 'Daily', '25 days']
['14299', 'Daily', '53 days']
['15521', 'Monthly', '2042 days']
['30664', 'Yearly', '7305 days']
['15525', 'Daily', '32 days']
['15526', 'Daily', '30 days']
['15527', 'One-off', '12090 days']
['8206', 'Yearly', '8035 days']
['8204', 'Monthly', '943 days']
['8205', 'Daily', '16 days']
['30668', 'Yearly', '1826 days']
['30669', 'Yearly', '9861 days']
['7625', 'Monthly', '1491 days']
['7624', 'Yearly', '10958 days']
['7627', 'Yearly', '7670 days']
['7626', 'One-off', '10822 days']
['7620', 'One-off', '14401 days']
['7628', 'Yearly', '13149 days']
['37124', 'Daily', '26 days']
['37126', 'Daily', '10 days']
['37127', 'Monthly', '2647 days']
['37123', 'Yearly', '1461 days']
['31984', 'One-off', '14541 days']
['41949', 'Monthly', '2496 days']
['31985', 'Yearly', '14610 days']
['44870', 'Monthly', '2618 days']
['44872', 'Daily', '35 days']
['44873', 'Daily', '23 days']
['44874', 'One-off', '17386 days']
['44875', 'Monthly', '2161 days']
['44876', 'Monthly', '1706 days']
['44877', 'Yearly', '2557 days']
['44878', 'One-off', '15656 days']
['35603', 'Yearly', '7670 days']
['40518', 'Yearly', '1826 days']
['14434', 'Yearly', '9862 days']
['14432', 'Monthly', '1582 days']
['41943', 'Daily', '48 days']
['50582', 'Monthly', '1949 days']
['14438', 'One-off', '16868 days']
['38095', 'Monthly', '1278 days']
['13804', 'One-off', '11598 days']
['13806', 'Yearly', '1461 days']
['13801', 'Yearly', '8766 days']
['13802', 'Monthly', '973 days']
['38322', 'One-off', '14411 days']
['38321', 'Monthly', '912 days']
['38327', 'Monthly', '1007 days']
['38329', 'Monthly', '1461 days']
['51924', 'One-off', '11587 days']
['11524', 'One-off', '15972 days']
['11527', 'Monthly', '1492 days']
['11520', 'Yearly', '5844 days']
['11522', 'Monthly', '1188 days']
['43098', 'Yearly', '9496 days']
['43097', 'Daily', '14 days']
['43095', 'Monthly', '487 days']
['43094', 'Monthly', '1887 days']
['11528', 'One-off', '10200 days']
['18730', 'One-off', '11546 days']
['33512', 'Daily', '37 days']
['46111', 'One-off', '17366 days']
['46113', 'Monthly', '2315 days']
['46117', 'One-off', '16060 days']
['46116', 'Monthly', '1887 days']
['46118', 'One-off', '15043 days']
['19955', 'Monthly', '791 days']
['19957', 'One-off', '14633 days']
['19952', 'Yearly', '14610 days']
['53168', 'Monthly', '2679 days']
['19959', 'One-off', '10540 days']
['19958', 'Monthly', '1035 days']
['52442', 'Yearly', '2191 days']
['17273', 'Daily', '12 days']
['52440', 'Daily', '9 days']
['17271', 'Monthly', '1675 days']
['52446', 'One-off', '10932 days']
['52444', 'Monthly', '426 days']
['17275', 'Daily', '27 days']
['17278', 'Yearly', '8036 days']
['10636', 'Monthly', '1127 days']
['9275', 'Daily', '6 days']
['10725', 'Yearly', '2557 days']
['53714', 'Yearly', '9131 days']
['53717', 'Daily', '35 days']
['10726', 'Daily', '4 days']
['10721', 'Daily', '30 days']
['10720', 'One-off', '17356 days']
['53712', 'Daily', '23 days']
['49587', 'Monthly', '92 days']
['49586', 'Daily', '14 days']
['49584', 'One-off', '12341 days']
['49583', 'One-off', '12426 days']
